Customer_Key,Total_Number_of_Calls,AHT,Contract_End_Date,Call_Date,Product_Type,Product_Status,Customer_Type
11446,1,259.3709706,18/09/2020,24/09/2020,Product 1,Status 4,Type 1
11447,2,397.622669,26/08/2021,28/08/2021,Product 2,Status 1,Type 1
11448,1,675.3588786,08/05/2020,09/05/2020,Product 1,Status 2,Type 1
11449,1,71.99939503,01/01/2022,28/09/2021,Product 4,Status 3,Type 3
11450,1,286.6437115,24/06/2020,25/06/2020,Product 2,Status 4,Type 1
11451,2,214.2889741,10/07/2020,16/07/2020,Product 1,Status 2,Type 1
11452,2,481.8931328,05/07/2026,01/11/2021,Product 2,Status 4,Type 2
11453,1,628.8739156,03/08/2020,05/08/2020,Product 1,Status 1,Type 1
11454,2,479.2350173,18/06/2026,24/10/2021,Product 1,Status 2,Type 2
11455,1,148.7051624,24/11/2021,15/08/2021,Product 2,Status 4,Type 3
11456,1,106.2714715,09/03/2020,15/03/2020,Product 2,Status 4,Type 1
11457,2,383.3661421,16/03/2021,20/03/2021,Product 1,Status 3,Type 1
11458,1,486.7010851,25/03/2021,29/03/2021,Product 2,Status 2,Type 1
11459,1,328.2242135,25/04/2021,25/04/2021,Product 2,Status 1,Type 1
11460,1,390.9685404,21/12/2020,26/12/2020,Product 1,Status 2,Type 1
11461,1,145.1985877,31/03/2022,03/01/2022,Product 4,Status 2,Type 3
11462,2,286.1405239,25/10/2021,29/10/2021,Product 1,Status 2,Type 1
11463,1,-35.78165299,14/10/2021,17/10/2021,Product 2,Status 2,Type 1
11464,1,510.8804035,30/03/2025,16/02/2021,Product 3,Status 3,Type 2
11465,4,540.542148,26/03/2020,31/03/2020,Product 1,Status 4,Type 1
11466,1,383.5117091,30/05/2020,31/05/2020,Product 1,Status 3,Type 1
11467,1,520.3363484,18/04/2026,17/06/2020,Product 3,Status 2,Type 2
11468,3,507.2404646,22/06/2025,25/01/2020,Product 1,Status 1,Type 2
11469,2,284.7999303,24/01/2020,27/01/2020,Product 2,Status 2,Type 1
11470,2,367.2479775,10/05/2021,16/05/2021,Product 2,Status 1,Type 1
11471,1,372.4230683,29/01/2020,01/02/2020,Product 1,Status 1,Type 1
11472,1,429.880574,13/06/2021,16/06/2021,Product 1,Status 1,Type 1
11473,2,605.3125145,20/09/2020,24/09/2020,Product 1,Status 4,Type 1
11474,1,312.9339402,06/10/2021,06/10/2021,Product 2,Status 4,Type 1
11475,1,102.7778609,12/04/2022,20/12/2021,Product 4,Status 4,Type 3
11476,1,654.8021284,06/07/2020,07/07/2020,Product 2,Status 1,Type 1
11477,1,429.0473477,16/10/2020,18/10/2020,Product 1,Status 4,Type 1
11478,4,413.4273104,23/11/2021,25/11/2021,Product 1,Status 3,Type 1
11479,1,364.4051834,08/01/2021,12/01/2021,Product 1,Status 4,Type 1
11480,1,302.6059552,02/09/2020,04/09/2020,Product 1,Status 4,Type 1
11481,1,172.4600688,15/10/2021,09/07/2021,Product 4,Status 3,Type 3
11482,1,455.5593425,15/01/2021,17/01/2021,Product 1,Status 2,Type 1
11483,1,324.9520959,24/02/2020,26/02/2020,Product 2,Status 4,Type 1
11484,2,133.0858172,24/04/2020,26/04/2020,Product 1,Status 1,Type 1
11485,1,374.516635,04/10/2020,07/10/2020,Product 2,Status 3,Type 1
11486,2,257.5879637,07/07/2021,07/07/2021,Product 1,Status 4,Type 1
11487,2,640.8362785,24/03/2025,20/10/2021,Product 3,Status 2,Type 2
11488,2,550.5726661,02/01/2021,06/01/2021,Product 2,Status 2,Type 1
11489,1,85.42960422,16/11/2020,17/11/2020,Product 1,Status 2,Type 1
11490,3,618.451048,21/07/2026,11/01/2020,Product 2,Status 3,Type 2
11491,1,423.9896377,04/03/2021,06/03/2021,Product 1,Status 4,Type 1
11492,1,396.2218137,19/01/2021,20/01/2021,Product 2,Status 3,Type 1
11493,2,516.7264937,01/10/2021,03/10/2021,Product 1,Status 1,Type 1
11494,2,108.5378409,18/03/2022,30/12/2021,Product 4,Status 3,Type 3
11495,2,441.5937033,28/06/2026,06/03/2020,Product 2,Status 4,Type 2
11496,1,513.105745,30/09/2026,14/04/2020,Product 2,Status 1,Type 2
11497,1,249.6169889,30/10/2021,02/11/2021,Product 1,Status 1,Type 1
11498,2,532.5799499,18/10/2020,18/10/2020,Product 2,Status 1,Type 1
11499,1,66.74344302,02/03/2020,06/03/2020,Product 1,Status 4,Type 1
11500,1,182.3917486,09/12/2021,11/12/2021,Product 2,Status 4,Type 1
11501,1,113.6680659,03/04/2022,14/12/2021,Product 4,Status 3,Type 3
11502,1,426.3325713,08/10/2020,12/10/2020,Product 2,Status 4,Type 1
11503,2,434.0291213,26/01/2022,30/01/2022,Product 2,Status 1,Type 1
11504,1,520.1433022,25/06/2025,19/03/2021,Product 3,Status 1,Type 2
11505,1,72.33382766,04/11/2021,15/08/2021,Product 4,Status 4,Type 3
11506,2,572.5594634,20/03/2025,03/03/2021,Product 3,Status 1,Type 2
11507,1,526.9651948,25/10/2026,14/01/2020,Product 3,Status 2,Type 2
11508,3,61.4847806,16/06/2020,20/06/2020,Product 1,Status 4,Type 1
11509,2,405.0493134,24/07/2021,23/07/2021,Product 2,Status 2,Type 1
11510,2,458.2670109,08/08/2021,12/08/2021,Product 2,Status 3,Type 1
11511,2,497.0794918,20/01/2026,10/11/2020,Product 2,Status 2,Type 2
11512,1,158.6520745,14/03/2022,15/01/2022,Product 4,Status 3,Type 3
11513,2,555.0727985,18/06/2026,15/03/2020,Product 1,Status 1,Type 2
11514,1,159.4644856,10/12/2020,12/12/2020,Product 1,Status 3,Type 1
11515,1,150.3307333,09/10/2021,24/07/2021,Product 4,Status 1,Type 3
11516,2,556.0725935,25/04/2021,26/04/2021,Product 2,Status 1,Type 1
11517,2,397.1177301,02/09/2026,27/04/2020,Product 2,Status 2,Type 2
11518,1,269.5323218,08/07/2020,06/07/2020,Product 1,Status 2,Type 1
11519,1,346.4813625,22/12/2020,23/12/2020,Product 1,Status 4,Type 1
11520,2,95.56027564,13/12/2021,14/12/2021,Product 2,Status 4,Type 1
11521,3,150.4840477,07/01/2020,09/01/2020,Product 2,Status 1,Type 1
11522,3,360.171797,05/08/2021,07/08/2021,Product 1,Status 3,Type 1
11523,1,354.2218705,11/03/2021,15/03/2021,Product 1,Status 1,Type 1
11524,1,464.6011671,14/10/2020,14/10/2020,Product 2,Status 4,Type 1
11525,3,499.0150277,16/01/2025,21/02/2021,Product 1,Status 2,Type 2
11526,1,427.430311,24/05/2025,16/10/2021,Product 3,Status 2,Type 2
11527,1,116.781249,17/02/2022,16/11/2021,Product 4,Status 4,Type 3
11528,1,525.2064164,01/01/2020,01/01/2020,Product 1,Status 2,Type 1
11529,2,640.4524374,23/07/2021,25/07/2021,Product 1,Status 1,Type 1
11530,4,489.9774404,20/08/2021,22/08/2021,Product 1,Status 3,Type 1
11531,2,483.6573462,11/02/2025,16/10/2020,Product 3,Status 3,Type 2
11532,1,383.1849828,28/04/2021,03/05/2021,Product 2,Status 2,Type 1
11533,3,551.5791723,16/07/2020,16/07/2020,Product 1,Status 1,Type 1
11534,2,508.554444,17/07/2026,13/07/2020,Product 1,Status 4,Type 2
11535,1,187.6557531,14/05/2021,15/05/2021,Product 2,Status 3,Type 1
11536,4,178.6464564,30/12/2020,01/01/2021,Product 1,Status 4,Type 1
11537,1,558.2159682,05/07/2025,11/11/2021,Product 3,Status 4,Type 2
11538,1,121.318837,24/02/2022,02/12/2021,Product 4,Status 1,Type 3
11539,1,576.4520412,04/01/2026,22/05/2021,Product 2,Status 1,Type 2
11540,2,458.5285323,26/06/2020,26/06/2020,Product 2,Status 4,Type 1
11541,1,112.5503873,22/11/2021,30/08/2021,Product 4,Status 1,Type 3
11542,1,509.0819878,07/02/2020,11/02/2020,Product 1,Status 2,Type 1
11543,1,150.9607712,03/02/2022,17/11/2021,Product 4,Status 2,Type 3
11544,1,214.779049,24/11/2020,25/11/2020,Product 2,Status 4,Type 1
11545,1,507.8320368,26/05/2025,19/03/2021,Product 1,Status 3,Type 2
11546,3,327.2484564,05/05/2021,08/05/2021,Product 1,Status 3,Type 1
11547,2,218.5876815,19/10/2020,24/10/2020,Product 1,Status 4,Type 1
11548,1,580.7198536,25/03/2026,02/12/2021,Product 3,Status 3,Type 2
11549,1,165.358233,18/09/2021,25/09/2021,Product 2,Status 4,Type 1
11550,1,332.4669119,01/04/2020,06/04/2020,Product 2,Status 3,Type 1
11551,1,131.4078922,19/10/2021,22/10/2021,Product 1,Status 1,Type 1
11552,1,304.1257806,25/07/2021,30/07/2021,Product 1,Status 2,Type 1
11553,1,322.7684418,13/01/2020,19/01/2020,Product 1,Status 3,Type 1
11554,3,446.5260172,05/06/2021,07/06/2021,Product 2,Status 2,Type 1
11555,1,607.5289475,05/09/2026,11/02/2020,Product 3,Status 2,Type 2
11556,5,289.1597372,23/11/2021,24/11/2021,Product 2,Status 1,Type 1
11557,1,130.3575052,01/10/2021,10/07/2021,Product 2,Status 1,Type 3
11558,1,383.657128,26/09/2021,28/09/2021,Product 1,Status 1,Type 1
11559,1,279.6861487,18/10/2021,20/10/2021,Product 2,Status 3,Type 1
11560,1,501.3416562,08/07/2025,19/09/2020,Product 3,Status 3,Type 2
11561,1,169.1680547,09/01/2022,15/09/2021,Product 4,Status 2,Type 3
11562,2,561.0275899,13/04/2026,25/07/2021,Product 3,Status 4,Type 2
11563,1,233.2036788,16/10/2021,17/10/2021,Product 2,Status 4,Type 1
11564,2,449.5031593,03/01/2020,04/01/2020,Product 2,Status 2,Type 1
11565,1,559.2849391,21/03/2025,18/06/2020,Product 2,Status 4,Type 2
11566,2,532.1012446,31/03/2025,02/02/2020,Product 1,Status 2,Type 2
11567,1,498.7823494,20/11/2021,23/11/2021,Product 1,Status 3,Type 1
11568,2,383.3757309,09/08/2025,10/01/2020,Product 3,Status 2,Type 2
11569,2,617.5489028,04/03/2025,24/08/2020,Product 2,Status 2,Type 2
11570,2,518.5536269,29/08/2021,29/08/2021,Product 2,Status 1,Type 1
11571,1,582.5928159,13/12/2025,10/07/2021,Product 1,Status 1,Type 2
11572,1,546.8794981,03/09/2025,10/06/2021,Product 1,Status 1,Type 2
11573,1,233.6985116,13/01/2022,14/01/2022,Product 2,Status 3,Type 1
11574,1,126.0878465,03/03/2022,03/12/2021,Product 4,Status 4,Type 3
11575,1,301.8804353,25/08/2021,28/08/2021,Product 1,Status 4,Type 1
11576,4,356.1084487,02/07/2021,06/07/2021,Product 2,Status 4,Type 1
11577,1,294.6705289,07/03/2021,09/03/2021,Product 1,Status 4,Type 1
11578,2,399.3591028,28/07/2020,30/07/2020,Product 2,Status 2,Type 1
11579,2,505.9754156,08/05/2026,19/02/2021,Product 2,Status 1,Type 2
11580,2,701.4016166,02/03/2026,11/01/2020,Product 3,Status 2,Type 2
11581,2,494.3640231,19/03/2025,27/04/2021,Product 2,Status 2,Type 2
11582,1,263.2393058,13/09/2020,17/09/2020,Product 1,Status 1,Type 1
11583,1,556.6776438,12/05/2025,06/05/2021,Product 1,Status 2,Type 2
11584,2,412.4389505,30/12/2026,17/05/2020,Product 3,Status 1,Type 2
11585,1,330.3880864,15/11/2021,18/11/2021,Product 2,Status 1,Type 1
11586,2,316.5310932,13/01/2020,17/01/2020,Product 1,Status 3,Type 1
11587,1,387.5300566,10/12/2021,11/12/2021,Product 2,Status 4,Type 1
11588,1,254.7408341,28/01/2020,28/01/2020,Product 1,Status 2,Type 1
11589,1,659.0814089,08/05/2020,14/05/2020,Product 2,Status 1,Type 1
11590,1,121.6369713,21/09/2021,12/07/2021,Product 4,Status 3,Type 3
11591,1,164.1035148,25/01/2020,24/01/2020,Product 1,Status 2,Type 1
11592,1,429.651625,07/01/2022,10/01/2022,Product 2,Status 1,Type 1
11593,2,472.3235399,06/07/2021,09/07/2021,Product 2,Status 2,Type 1
11594,2,323.5792135,04/07/2020,11/07/2020,Product 1,Status 3,Type 1
11595,1,197.7175132,19/04/2022,08/01/2022,Product 4,Status 3,Type 3
11596,2,451.5565877,05/02/2021,07/02/2021,Product 1,Status 2,Type 1
11597,1,459.5670852,11/09/2021,15/09/2021,Product 2,Status 2,Type 1
11598,2,56.70254826,08/02/2020,09/02/2020,Product 2,Status 1,Type 1
11599,2,263.5132192,30/08/2021,29/08/2021,Product 1,Status 4,Type 1
11600,1,209.6939822,18/07/2020,23/07/2020,Product 1,Status 2,Type 1
11601,2,168.4439468,19/04/2021,21/04/2021,Product 1,Status 3,Type 1
11602,1,143.7106548,22/12/2021,27/09/2021,Product 4,Status 2,Type 3
11603,2,460.6141825,20/04/2020,21/04/2020,Product 1,Status 1,Type 1
11604,2,613.8101731,10/04/2026,15/07/2021,Product 2,Status 4,Type 2
11605,1,97.69379448,21/04/2022,29/01/2022,Product 4,Status 4,Type 3
11606,1,174.1473119,07/12/2020,11/12/2020,Product 2,Status 3,Type 1
11607,2,505.2946485,21/04/2026,15/05/2020,Product 3,Status 2,Type 2
11608,1,495.1213055,17/04/2020,16/04/2020,Product 2,Status 3,Type 1
11609,1,352.6137877,01/03/2020,05/03/2020,Product 1,Status 1,Type 1
11610,2,467.0934201,21/06/2021,26/06/2021,Product 2,Status 4,Type 1
11611,1,429.8427936,25/03/2021,25/03/2021,Product 1,Status 2,Type 1
11612,1,92.92956358,04/03/2022,22/11/2021,Product 4,Status 3,Type 3
11613,1,502.8248429,20/07/2020,22/07/2020,Product 1,Status 4,Type 1
11614,4,477.3122714,24/04/2021,28/04/2021,Product 1,Status 1,Type 1
11615,1,124.9687196,23/12/2021,25/09/2021,Product 2,Status 1,Type 3
11616,1,111.493734,09/03/2022,18/12/2021,Product 4,Status 2,Type 3
11617,2,424.795824,26/01/2022,27/01/2022,Product 2,Status 1,Type 1
11618,1,325.1611984,17/09/2021,20/09/2021,Product 2,Status 3,Type 1
11619,1,447.2654951,31/01/2022,03/02/2022,Product 1,Status 2,Type 1
11620,2,286.9662209,28/11/2021,01/12/2021,Product 2,Status 3,Type 1
11621,1,367.6613562,02/11/2021,02/11/2021,Product 1,Status 1,Type 1
11622,1,115.8996123,08/02/2022,14/11/2021,Product 4,Status 2,Type 3
11623,1,292.1638588,09/07/2020,12/07/2020,Product 2,Status 4,Type 1
11624,1,649.1148995,20/08/2025,26/08/2021,Product 2,Status 4,Type 2
11625,1,237.042011,04/10/2020,08/10/2020,Product 1,Status 2,Type 1
11626,1,462.1794225,28/04/2025,12/07/2020,Product 2,Status 1,Type 2
11627,1,529.3478052,27/12/2025,28/10/2021,Product 2,Status 4,Type 2
11628,5,389.5597478,01/01/2020,31/12/2019,Product 1,Status 2,Type 1
11629,2,498.9390282,04/11/2025,06/08/2021,Product 3,Status 1,Type 2
11630,1,114.0402912,16/10/2021,06/07/2021,Product 4,Status 1,Type 3
11631,1,387.3415004,12/05/2021,16/05/2021,Product 2,Status 2,Type 1
11632,1,468.2382593,24/10/2020,23/10/2020,Product 1,Status 4,Type 1
11633,2,324.4200835,01/08/2020,05/08/2020,Product 1,Status 2,Type 1
11634,1,140.4488912,19/02/2022,17/12/2021,Product 4,Status 3,Type 3
11635,2,494.1611479,15/01/2021,20/01/2021,Product 2,Status 4,Type 1
11636,3,312.5441579,19/06/2021,20/06/2021,Product 2,Status 4,Type 1
11637,2,451.8288036,15/06/2021,21/06/2021,Product 2,Status 2,Type 1
11638,4,472.4582514,09/08/2021,14/08/2021,Product 2,Status 4,Type 1
11639,1,164.3387795,24/06/2020,27/06/2020,Product 2,Status 2,Type 1
11640,1,538.7052456,24/02/2025,27/09/2021,Product 2,Status 1,Type 2
11641,1,295.5584298,21/12/2021,24/12/2021,Product 1,Status 4,Type 1
11642,1,393.198674,08/09/2020,11/09/2020,Product 2,Status 2,Type 1
11643,1,148.2854445,16/11/2021,08/08/2021,Product 4,Status 4,Type 3
11644,3,537.345415,12/12/2021,15/12/2021,Product 2,Status 4,Type 1
11645,2,552.6650421,04/03/2025,02/02/2020,Product 1,Status 1,Type 2
11646,1,438.1311846,28/09/2020,30/09/2020,Product 1,Status 2,Type 1
11647,2,448.304888,09/09/2020,11/09/2020,Product 1,Status 1,Type 1
11648,1,255.8799794,06/05/2021,11/05/2021,Product 2,Status 1,Type 1
11649,1,274.9258377,16/04/2021,16/04/2021,Product 2,Status 1,Type 1
11650,2,711.8794315,16/12/2020,18/12/2020,Product 2,Status 1,Type 1
11651,1,252.9802663,18/10/2021,20/10/2021,Product 2,Status 2,Type 1
11652,1,485.3396025,04/01/2021,08/01/2021,Product 1,Status 1,Type 1
11653,1,399.427622,08/09/2020,12/09/2020,Product 1,Status 2,Type 1
11654,1,132.4283259,12/10/2021,29/07/2021,Product 4,Status 3,Type 3
11655,1,268.4251178,11/01/2022,14/01/2022,Product 2,Status 2,Type 1
11656,1,108.693691,22/09/2021,03/07/2021,Product 2,Status 4,Type 3
11657,2,471.2291905,15/09/2020,16/09/2020,Product 2,Status 4,Type 1
11658,1,132.184986,20/10/2020,20/10/2020,Product 2,Status 4,Type 1
11659,1,388.7874033,06/01/2020,10/01/2020,Product 2,Status 4,Type 1
11660,1,132.3049725,03/02/2022,22/10/2021,Product 2,Status 2,Type 3
11661,1,456.467853,26/07/2025,13/01/2022,Product 2,Status 2,Type 2
11662,4,388.8691312,13/08/2020,15/08/2020,Product 2,Status 1,Type 1
11663,1,384.7896232,04/09/2020,08/09/2020,Product 2,Status 2,Type 1
11664,3,302.3789456,21/08/2021,23/08/2021,Product 2,Status 3,Type 1
11665,2,229.0858954,24/09/2020,24/09/2020,Product 1,Status 4,Type 1
11666,1,471.5542046,29/04/2021,04/05/2021,Product 1,Status 3,Type 1
11667,2,574.6081882,10/12/2026,19/12/2020,Product 3,Status 2,Type 2
11668,1,361.3024306,15/01/2026,23/11/2021,Product 3,Status 2,Type 2
11669,1,605.4200658,26/03/2026,03/04/2021,Product 1,Status 2,Type 2
11670,1,592.9894746,27/07/2020,29/07/2020,Product 1,Status 4,Type 1
11671,1,250.6038794,03/01/2020,06/01/2020,Product 2,Status 1,Type 1
11672,1,363.9232287,13/03/2021,13/03/2021,Product 2,Status 3,Type 1
11673,4,602.199358,19/01/2021,21/01/2021,Product 2,Status 4,Type 1
11674,2,489.2105566,01/02/2020,04/02/2020,Product 1,Status 2,Type 1
11675,1,505.3404042,19/04/2020,19/04/2020,Product 1,Status 1,Type 1
11676,1,405.769616,01/12/2025,07/11/2020,Product 1,Status 2,Type 2
11677,2,512.0480434,04/06/2025,02/06/2021,Product 3,Status 2,Type 2
11678,1,213.422767,21/07/2020,23/07/2020,Product 2,Status 4,Type 1
11679,1,92.51690605,01/03/2022,12/11/2021,Product 4,Status 2,Type 3
11680,1,528.0128595,10/12/2025,05/01/2021,Product 2,Status 4,Type 2
11681,4,226.4735729,31/05/2020,01/06/2020,Product 1,Status 3,Type 1
11682,1,221.0627345,07/06/2020,09/06/2020,Product 2,Status 2,Type 1
11683,2,-79.0579054,13/03/2021,14/03/2021,Product 1,Status 2,Type 1
11684,1,536.0645727,07/03/2020,11/03/2020,Product 2,Status 2,Type 1
11685,2,558.6068545,19/04/2025,28/08/2020,Product 2,Status 3,Type 2
11686,1,480.3667827,14/10/2020,17/10/2020,Product 2,Status 3,Type 1
11687,1,327.6512071,07/01/2022,06/01/2022,Product 2,Status 1,Type 1
11688,1,278.9021758,14/10/2025,13/01/2022,Product 2,Status 3,Type 2
11689,1,473.5353494,28/08/2021,30/08/2021,Product 2,Status 2,Type 1
11690,2,451.9585781,17/07/2026,09/05/2021,Product 3,Status 4,Type 2
11691,1,498.6792414,28/08/2026,01/09/2020,Product 3,Status 2,Type 2
11692,1,533.2743906,27/08/2025,15/02/2021,Product 3,Status 3,Type 2
11693,1,160.6429272,11/01/2022,21/10/2021,Product 4,Status 4,Type 3
11694,3,616.3988025,13/09/2020,18/09/2020,Product 2,Status 2,Type 1
11695,1,128.1386128,28/02/2022,13/11/2021,Product 4,Status 2,Type 3
11696,2,464.8299994,16/05/2026,08/09/2021,Product 2,Status 2,Type 2
11697,1,301.2531202,11/04/2020,15/04/2020,Product 1,Status 3,Type 1
11698,1,491.2356143,17/10/2025,20/10/2021,Product 2,Status 4,Type 2
11699,1,499.5151547,18/02/2026,25/05/2020,Product 3,Status 1,Type 2
11700,1,304.2910519,15/04/2026,27/02/2021,Product 2,Status 2,Type 2
11701,1,114.3472352,14/10/2021,18/07/2021,Product 4,Status 1,Type 3
11702,2,130.4438157,09/11/2021,03/08/2021,Product 4,Status 4,Type 3
11703,2,458.9569152,15/06/2020,14/06/2020,Product 1,Status 3,Type 1
11704,1,573.3164155,23/06/2026,06/03/2020,Product 3,Status 3,Type 2
11705,1,575.8840954,12/03/2025,02/08/2021,Product 3,Status 3,Type 2
11706,1,131.6371544,16/03/2022,23/12/2021,Product 4,Status 4,Type 3
11707,1,538.9156995,07/03/2025,13/01/2022,Product 3,Status 3,Type 2
11708,2,282.9105625,10/08/2020,13/08/2020,Product 2,Status 4,Type 1
11709,1,128.4126797,17/10/2021,01/08/2021,Product 4,Status 3,Type 3
11710,1,271.7414024,02/11/2021,05/11/2021,Product 1,Status 1,Type 1
11711,1,445.1697089,14/05/2020,17/05/2020,Product 2,Status 4,Type 1
11712,1,426.5979524,23/05/2021,27/05/2021,Product 2,Status 2,Type 1
11713,2,621.1989941,11/11/2025,20/11/2020,Product 1,Status 3,Type 2
11714,1,699.4938705,23/08/2021,26/08/2021,Product 1,Status 4,Type 1
11715,1,77.47476366,14/01/2022,09/11/2021,Product 4,Status 1,Type 3
11716,1,239.671065,29/01/2022,30/01/2022,Product 1,Status 2,Type 1
11717,1,642.8767724,05/09/2025,13/08/2021,Product 1,Status 4,Type 2
11718,3,582.5905196,03/01/2026,04/01/2021,Product 3,Status 1,Type 2
11719,2,552.5463302,01/12/2026,16/06/2020,Product 3,Status 4,Type 2
11720,1,642.1963923,06/11/2021,08/11/2021,Product 2,Status 3,Type 1
11721,1,87.30522363,20/05/2022,31/01/2022,Product 4,Status 1,Type 3
11722,1,449.9035854,23/09/2021,26/09/2021,Product 1,Status 2,Type 1
11723,2,321.8044091,22/11/2020,23/11/2020,Product 1,Status 4,Type 1
11724,2,601.2389102,12/03/2025,23/10/2021,Product 3,Status 1,Type 2
11725,1,537.4885687,19/02/2021,22/02/2021,Product 2,Status 1,Type 1
11726,1,761.3468589,02/10/2020,01/10/2020,Product 1,Status 1,Type 1
11727,4,435.4697165,11/10/2021,14/10/2021,Product 1,Status 2,Type 1
11728,1,387.5009045,15/07/2020,16/07/2020,Product 2,Status 1,Type 1
11729,1,524.8961816,28/11/2025,24/08/2021,Product 3,Status 3,Type 2
11730,1,430.7959716,10/11/2026,11/07/2020,Product 2,Status 1,Type 2
11731,1,138.6799769,06/03/2022,15/12/2021,Product 4,Status 2,Type 3
11732,1,371.4125119,04/07/2021,07/07/2021,Product 2,Status 2,Type 1
11733,2,492.3355433,29/07/2020,28/07/2020,Product 1,Status 4,Type 1
11734,1,146.9793757,01/12/2021,15/09/2021,Product 4,Status 2,Type 3
11735,1,380.5420827,13/02/2020,21/02/2020,Product 2,Status 1,Type 1
11736,1,110.4599131,25/12/2020,28/12/2020,Product 2,Status 3,Type 1
11737,1,291.3681651,05/10/2020,08/10/2020,Product 1,Status 2,Type 1
11738,1,437.7893432,06/09/2021,10/09/2021,Product 2,Status 2,Type 1
11739,2,694.6084296,28/07/2021,01/08/2021,Product 2,Status 1,Type 1
11740,3,374.235076,24/01/2021,27/01/2021,Product 2,Status 1,Type 1
11741,1,110.7747064,20/11/2021,30/08/2021,Product 4,Status 1,Type 3
11742,2,345.065779,28/01/2022,25/01/2022,Product 2,Status 2,Type 1
11743,1,479.5960207,08/02/2026,13/07/2020,Product 1,Status 3,Type 2
11744,1,154.9416614,19/12/2021,31/08/2021,Product 2,Status 3,Type 3
11745,1,198.4929087,18/04/2020,21/04/2020,Product 1,Status 3,Type 1
11746,1,391.2078658,22/10/2020,24/10/2020,Product 2,Status 2,Type 1
11747,3,446.4895278,16/02/2026,02/08/2021,Product 3,Status 4,Type 2
11748,1,816.995983,07/09/2020,12/09/2020,Product 2,Status 2,Type 1
11749,1,257.9987521,12/05/2020,15/05/2020,Product 1,Status 3,Type 1
11750,2,587.5592058,18/02/2026,30/03/2021,Product 2,Status 1,Type 2
11751,3,376.095284,22/06/2021,25/06/2021,Product 1,Status 3,Type 1
11752,1,508.1798608,08/11/2025,03/09/2020,Product 3,Status 1,Type 2
11753,1,445.6403145,29/03/2025,22/09/2021,Product 3,Status 2,Type 2
11754,1,545.5718325,01/07/2020,04/07/2020,Product 1,Status 2,Type 1
11755,1,584.3737397,27/07/2020,01/08/2020,Product 2,Status 1,Type 1
11756,1,91.27572479,27/03/2022,26/12/2021,Product 4,Status 3,Type 3
11757,1,107.1990583,16/02/2022,09/11/2021,Product 4,Status 2,Type 3
11758,1,471.2271734,25/02/2020,01/03/2020,Product 2,Status 1,Type 1
11759,2,535.762219,03/01/2025,23/05/2021,Product 1,Status 4,Type 2
11760,2,472.0719543,20/11/2026,19/12/2021,Product 3,Status 2,Type 2
11761,1,530.6318338,23/12/2026,02/10/2020,Product 3,Status 1,Type 2
11762,1,450.0665471,30/05/2020,04/06/2020,Product 1,Status 4,Type 1
11763,1,158.6794358,22/11/2021,26/11/2021,Product 2,Status 1,Type 1
11764,2,440.8542094,27/08/2025,04/07/2020,Product 3,Status 4,Type 2
11765,1,432.6876163,07/05/2020,07/05/2020,Product 2,Status 2,Type 1
11766,2,418.4318861,08/08/2021,13/08/2021,Product 1,Status 3,Type 1
11767,2,295.3378154,23/11/2020,21/11/2020,Product 1,Status 1,Type 1
11768,1,320.709294,07/01/2022,05/01/2022,Product 2,Status 1,Type 1
11769,2,466.1176626,03/08/2025,10/08/2020,Product 1,Status 1,Type 2
11770,1,514.5651943,07/01/2021,09/01/2021,Product 2,Status 3,Type 1
11771,1,467.6540411,22/11/2025,25/01/2022,Product 2,Status 3,Type 2
11772,1,442.2125584,29/05/2021,30/05/2021,Product 2,Status 2,Type 1
11773,1,591.8539875,02/12/2020,30/11/2020,Product 2,Status 1,Type 1
11774,1,509.6846695,01/12/2020,05/12/2020,Product 1,Status 2,Type 1
11775,2,536.4584005,24/03/2026,27/01/2020,Product 3,Status 3,Type 2
11776,1,505.0349407,23/10/2026,11/05/2020,Product 2,Status 2,Type 2
11777,1,490.2573331,07/12/2021,11/12/2021,Product 2,Status 3,Type 1
11778,2,582.9816071,26/08/2021,28/08/2021,Product 1,Status 1,Type 1
11779,1,190.4309259,10/12/2020,12/12/2020,Product 1,Status 2,Type 1
11780,1,339.5343705,04/05/2020,07/05/2020,Product 1,Status 3,Type 1
11781,1,464.0094762,21/12/2025,27/12/2020,Product 1,Status 4,Type 2
11782,1,230.3319496,26/06/2021,29/06/2021,Product 1,Status 3,Type 1
11783,2,485.6124056,04/09/2026,05/07/2020,Product 1,Status 2,Type 2
11784,2,359.6978124,31/03/2025,26/05/2020,Product 2,Status 4,Type 2
11785,3,300.9433312,04/12/2020,05/12/2020,Product 2,Status 3,Type 1
11786,2,480.7048072,06/06/2021,13/06/2021,Product 1,Status 2,Type 1
11787,1,133.0798914,02/02/2022,17/11/2021,Product 4,Status 1,Type 3
11788,1,468.9627643,02/02/2020,31/01/2020,Product 1,Status 4,Type 1
11789,2,334.9281175,10/12/2020,11/12/2020,Product 1,Status 2,Type 1
11790,1,277.8213896,27/02/2020,01/03/2020,Product 1,Status 1,Type 1
11791,1,595.5197257,19/03/2026,19/01/2022,Product 3,Status 3,Type 2
11792,1,377.7042843,01/09/2021,06/09/2021,Product 1,Status 2,Type 1
11793,1,114.3670302,07/01/2020,10/01/2020,Product 2,Status 3,Type 1
11794,1,335.9206919,13/11/2020,17/11/2020,Product 2,Status 4,Type 1
